"Summary level","Program label","Program","Sub-program","Name","Code","Subsidized units available","% Occupied","# Reported","% Reported","Average months since report","% moved in past year","Number of people per unit","Number of people: total","Average Family Expenditure per month ($$)","Average HUD Expenditure per month ($$)","Household income per year","Household income per year per person","% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more","% Households where wages are major source of income","% Households where welfare is major source of income","% Households with other major sources of income","% of local median (Household income)","% very low income","% extremely low income","% 2+ adults with children","% 1 adult with children","% female head","% female head with children","% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households","% 24 years or less (Head or spouse)","% 25 to 49 years (Head or spouse)","% 51 to 60 (Head or spouse)","% 62 or more (Head or spouse)","% 85 or more (Head or spouse)","% Minority","%Black Non-Hispanic","%Native American Non-Hispanic","%Asian or Pacific Islander Non-Hispanic","%White Non-Hispanic"," %Black Hispanic","%White Hispanic","%Other Hispanic","% Hispanic","% Multiple Race","Average months on waiting list","Average months since moved in","% with utility allowance","Average utility allowance $$","% 0 - 1 bedrooms:","% 2 bedrooms","% 3+ bedrooms","% Overhoused","% in poverty (Census tract)","% minority (Census tract)","% single family owners (Census tract)","Congressional District","CBSA","PLACE","Latitude","Longitude","State","PHA Total Units","HA category"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Shelby County 959200",="17173959200",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="99999",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Shelby County 959300",="17173959300",94,91,85,99,5,15,1.2,98,271,257,12562,10896,9,40,24,12,15,14,5,81,30,87,59,-1,5,45,5,51,33,41,4,16,31,49,6,2,1,-1,-1,98,-1,1,-1,1,0,3,80,25,157,78,19,4,15,11,3,75,="NA",="99999",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Shelby County 959400",="17173959400",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Shelby County 959500",="17173959500",15,96,14,100,4,7,1.2,17,282,236,13604,11203,-1,50,14,14,21,21,-1,79,32,86,57,-1,7,71,7,44,40,35,7,29,29,36,7,0,-1,-1,-1,100,-1,-1,-1,0,0,4,68,-1,-1,100,-1,-1,-1,13,1,86,="NA",="99999",="72650",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Shelby County 959600",="17173959600",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="99999",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Shelby County 999999",="17173999999",46,96,44,100,5,23,2.2,95,289,273,14771,6841,16,34,11,9,30,20,-1,80,31,80,61,7,30,61,27,38,71,27,9,43,32,16,-1,5,2,-1,2,95,-1,-1,-1,0,0,3,66,18,115,41,34,25,5,11,2,76,="NA",="99999",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Stark County 951400",="17175951400",24,86,22,100,6,18,1,22,299,287,14130,14130,-1,23,41,27,9,-1,-1,100,29,100,59,-1,-1,50,-1,100,20,45,-1,9,23,68,9,0,-1,-1,-1,95,-1,-1,-1,0,0,-1,52,-1,-1,100,-1,-1,-1,11,3,90,="NA",="37900",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Stark County 951500",="17175951500",3,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="37900",="83687",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Stephenson County 000100",="17177000100",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Stephenson County 000200",="17177000200",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="23300",="56341",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Stephenson County 000300",="17177000300",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Stephenson County 000400",="17177000400",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Stephenson County 000500",="17177000500",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Stephenson County 000600",="17177000600",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Stephenson County 000700",="17177000700",71,82,58,100,4,45,2.9,166,226,497,10127,3538,21,21,17,19,21,50,5,17,20,93,72,16,62,79,71,14,100,7,22,64,10,3,-1,79,74,-1,-1,21,-1,5,-1,5,0,5,43,100,74,17,45,38,5,36,49,83,="NA",="23300",="27884",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Stephenson County 000800",="17177000800",194,73,141,100,6,20,1.3,179,205,498,9839,7750,10,43,18,12,17,23,-1,53,23,89,74,1,8,58,8,30,56,31,9,25,41,26,2,48,45,-1,-1,52,-1,3,-1,3,0,7,67,99,40,89,4,7,4,43,39,48,="NA",="23300",="27884",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Stephenson County 000900",="17177000900",372,88,327,100,5,20,1.7,568,278,442,12700,7311,4,28,30,19,19,19,4,66,29,88,57,5,24,72,25,41,21,20,10,32,18,40,7,39,37,0,-1,61,0,2,-1,2,1,4,63,100,62,70,10,20,3,17,16,69,="NA",="23300",="27884",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Stephenson County 001000",="17177001000",84,93,79,100,4,32,1.7,136,298,511,12665,7357,9,26,35,12,18,34,3,58,29,90,54,4,32,70,29,30,100,29,10,44,23,23,1,29,24,1,-1,71,-1,3,1,4,3,-1,20,100,55,41,47,13,20,5,12,51,="NA",="23300",="27884",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Stephenson County 001100",="17177001100",146,96,138,98,6,13,1.1,152,301,547,14419,13091,-1,16,42,36,7,3,-1,97,35,95,36,-1,5,84,5,86,6,22,-1,9,11,80,19,20,18,1,-1,80,-1,1,1,1,0,-1,59,100,44,93,4,4,2,12,14,72,="NA",="23300",="27884",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Stephenson County 001200",="17177001200",10,-4,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="23300",="27884",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Stephenson County 001300",="17177001300",11,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="23300",="27884",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Stephenson County 999999",="17177999999",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="23300",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 020100",="17179020100",37,89,33,100,4,18,2.5,82,326,444,11486,4622,6,38,28,19,9,36,-1,61,20,100,91,9,39,79,45,28,75,15,-1,61,27,12,-1,12,12,-1,-1,88,-1,-1,-1,0,0,14,87,100,169,33,39,27,6,21,8,89,="NA",="37900",="22164",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 020301",="17179020301",43,90,39,100,5,10,2.2,86,308,446,11079,5024,8,42,29,13,8,26,3,69,20,97,90,10,36,90,46,46,64,28,3,49,21,28,-1,10,8,-1,-1,90,-1,3,-1,3,0,22,142,97,167,36,38,26,21,12,6,88,="NA",="37900",="22164",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 020302",="17179020302",102,90,98,100,5,28,1.5,145,319,508,13547,9156,-1,40,24,21,15,15,-1,82,26,94,65,7,11,69,16,41,11,15,1,31,6,62,9,9,6,1,1,90,-1,1,-1,1,0,26,53,90,62,67,19,13,14,13,6,75,="NA",="37900",="22164",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 020400",="17179020400",43,89,39,100,4,23,2.7,105,389,444,14397,5347,3,37,16,24,21,44,3,51,24,97,69,8,54,87,62,32,100,19,5,59,23,13,-1,8,5,-1,-1,92,-1,3,-1,3,0,25,74,95,176,18,46,36,13,14,5,82,="NA",="37900",="17549",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 020500",="17179020500",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="37900",="47111",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 020600",="17179020600",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 020700",="17179020700",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 020800",="17179020800",160,99,160,100,6,16,1.4,224,302,905,13699,9785,6,22,29,24,18,8,1,89,27,99,59,1,16,73,16,46,14,17,2,16,13,69,10,2,-1,-1,-1,98,-1,1,1,2,0,-1,85,100,100,74,19,6,3,16,4,74,="NA",="37900",="58447",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 020900",="17179020900",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 021000",="17179021000",48,98,47,100,9,21,1.1,51,225,322,9503,8758,5,59,30,5,2,2,2,89,20,100,91,-1,2,64,2,94,91,88,2,21,53,23,-1,2,2,-1,-1,98,-1,-1,-1,0,0,10,47,2,119,98,2,-1,-1,13,4,81,="NA",="37900",="58447",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 021101",="17179021101",594,97,590,100,6,13,1.7,1028,287,507,12856,7378,13,27,25,16,19,21,1,74,25,91,68,5,27,76,28,33,20,17,8,34,14,43,8,2,1,0,0,95,-1,0,0,1,1,36,78,64,88,59,31,10,5,19,4,55,="NA",="37900",="58447",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 021102",="17179021102",104,92,99,100,6,22,1.8,174,227,438,9436,5369,14,33,21,17,15,23,2,52,18,98,79,6,42,71,42,28,40,20,22,46,21,10,1,4,1,2,-1,96,-1,1,-1,1,3,-1,53,99,84,51,44,5,-1,10,3,80,="NA",="37900",="58447",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 021201",="17179021201",8,-4,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="37900",="22164",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 021202",="17179021202",13,97,12,96,6,25,1.3,16,293,141,12701,9526,-1,42,33,17,8,-1,-1,100,25,100,75,-1,8,17,8,90,100,88,-1,50,33,17,-1,17,8,-1,-1,83,-1,-1,8,8,0,-1,89,8,104,92,8,-1,-1,3,6,83,="NA",="37900",="22164",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 021203",="17179021203",139,97,137,100,5,22,2.1,282,246,897,10206,4958,13,36,25,14,11,31,2,53,19,100,80,9,42,74,45,37,50,21,14,47,25,15,-1,14,7,-1,-1,85,-1,6,1,7,1,23,80,97,93,43,42,15,2,15,6,87,="NA",="37900",="22164",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 021500",="17179021500",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 021603",="17179021603",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 021604",="17179021604",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 021605",="17179021605",3,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="37900",="50621",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 021606",="17179021606",105,98,105,100,6,20,1,107,297,650,13515,13263,4,28,32,21,15,1,-1,97,28,98,59,-1,-1,73,-1,87,15,40,-1,13,23,64,14,3,2,-1,-1,90,-1,1,-1,1,1,27,53,100,54,100,-1,-1,-1,4,5,74,="NA",="37900",="50621",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 021701",="17179021701",24,93,24,100,8,21,1,25,313,344,14115,13550,-1,21,42,25,13,-1,-1,100,29,100,54,-1,-1,54,-1,100,21,56,-1,4,38,58,4,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,80,-1,-1,100,-1,-1,-1,4,3,92,="NA",="37900",="45785",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 021702",="17179021702",26,99,24,94,8,8,1,25,311,618,13034,12512,-1,39,30,17,13,4,-1,92,27,96,67,-1,-1,42,-1,100,100,100,-1,46,42,13,-1,4,4,-1,-1,88,-1,-1,-1,0,0,-1,123,50,39,100,-1,-1,-1,5,3,83,="NA",="37900",="58447",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 021801",="17179021801",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 021802",="17179021802",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 021900",="17179021900",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 022000",="17179022000",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 022100",="17179022100",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="37900",="79033",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 022200",="17179022200",2,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="37900",="79033",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 022300",="17179022300",7,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="37900",="79033",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 022400",="17179022400",258,91,243,100,6,14,1.1,258,373,521,16694,15724,2,21,22,27,29,5,-1,94,34,84,42,-1,1,81,1,60,16,23,-1,1,16,84,11,1,1,-1,-1,99,-1,0,-1,0,0,9,51,100,72,97,2,1,-1,5,5,85,="NA",="37900",="22164",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Tazewell County 999999",="17179999999",29,96,28,100,8,14,1.2,33,376,699,15635,13266,-1,15,26,30,30,18,-1,79,32,93,39,-1,11,43,11,88,100,76,-1,46,46,7,-1,0,-1,-1,-1,96,-1,-1,-1,0,0,13,223,14,136,89,7,4,4,10,3,81,="NA",="37900",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Union County 950100",="17181950100",49,99,49,100,6,22,2,99,220,269,10029,4964,15,36,21,18,10,27,2,51,21,94,76,8,31,73,37,27,25,16,14,43,27,16,-1,12,2,-1,-1,88,-1,10,-1,10,0,2,73,-1,-1,47,24,29,16,14,12,69,="NA",="99999",="15300",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Union County 950200",="17181950200",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Union County 950300",="17181950300",73,99,72,100,6,25,2,143,261,269,11780,5931,13,31,21,15,20,40,4,40,25,88,69,10,31,67,29,32,50,22,17,51,15,17,-1,4,1,-1,-1,96,-1,3,-1,3,0,4,67,-1,-1,47,25,28,11,23,5,75,="NA",="99999",="38635",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Union County 950400",="17181950400",237,98,231,100,5,16,1.4,334,276,327,13308,9204,5,34,27,17,17,16,1,78,31,87,57,1,17,75,17,49,19,25,3,27,23,47,8,3,2,-1,-1,97,-1,0,-1,0,0,6,72,14,125,72,17,11,7,27,6,77,="NA",="99999",="01543",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Union County 950500",="17181950500",14,95,13,100,5,15,2.9,38,251,279,12197,4173,25,8,25,25,17,23,8,62,25,85,69,8,46,77,54,30,33,18,8,46,23,23,-1,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,134,8,85,15,15,69,15,11,4,73,="NA",="99999",="20305",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Union County 999999",="17181999999",12,99,12,100,6,17,1.2,14,164,269,7846,6725,25,25,13,13,25,17,-1,42,19,83,75,-1,8,67,8,22,-1,14,17,25,33,25,-1,17,17,-1,-1,83,-1,-1,-1,0,0,3,62,-1,-1,100,-1,-1,-1,11,4,73,="NA",="99999",="XXXXX",="NA",="NA",="IL",="NA",="NA"
